,rho_safe_imply_plan,rho_safeandnextunsafe_imply_plan
80,-5.560222584753741,-0.07285875406933151
81,-5.560222584753741,-0.07285875406933151
82,-5.560222584753741,-0.07285875406933151
83,-5.560222584753741,-0.07285875406933151
84,-5.560222584753741,-0.07285875406933151
85,-5.560222584753741,-0.07285875406933151
86,-5.560222584753741,-0.07285875406933151
87,-5.560222584753741,-0.07285875406933151
88,-5.560222584753741,-0.07285875406933151
89,-5.560222584753741,-0.07285875406933151
90,-5.560222584753741,-0.07285875406933151
91,-5.560222584753741,-0.07285875406933151
92,-5.560222584753741,-0.07285875406933151
93,-5.560222584753741,-0.07285875406933151
94,-5.560222584753741,-0.07285875406933151
95,-5.560222584753741,-0.07285875406933151
96,-5.560222584753741,-0.07285875406933151
97,-5.560222584753741,-0.07285875406933151
98,-5.560222584753741,-0.07285875406933151
99,-5.560222584753741,-0.07285875406933151
100,-5.560222584753741,-0.07285875406933151
101,-5.560222584753741,-0.07285875406933151
102,-5.560222584753741,0.8020859561591109
103,-5.560222584753741,1.8561350298423047
104,-5.560222584753741,3.0961646515956485
105,-5.560222584753741,4.438607970572348
106,-5.560222584753741,5.841407285693746
107,-5.560222584753741,7.210456445785832
108,-5.560222584753741,8.566284014593725
109,-5.560222584753741,9.907699724041432
110,-5.560222584753741,11.072721003367418
111,-5.560222584753741,12.047648801941493
112,-5.560222584753741,12.933224978064572
113,-5.560222584753741,13.91130545619174
114,-5.560222584753741,14.908153464769315
115,-5.560222584753741,15.888649141797472
116,-5.560222584753741,16.88972053324666
117,-5.560222584753741,18.22645078692273
118,-5.560222584753741,19.441062254104217
119,-5.560222584753741,20.574849029155658
120,-5.560222584753741,21.661084676203465
121,-5.560222584753741,22.701986498258172
122,-5.560222584753741,23.693684366074528
123,-5.560222584753741,24.647167237198083
124,-5.560222584753741,25.48405075362156
125,-5.560222584753741,26.241449093200718
126,-5.560222584753741,26.961701593561823
127,-5.560222584753741,27.61550738656214
128,-5.560222584753741,28.200118739580084
129,-5.560222584753741,28.762083176090435
130,-5.560222584753741,29.27066355960156
131,-5.560222584753741,29.71661295291694
132,-5.560222584753741,29.745696172201356
133,-5.560222584753741,29.745696172201356
134,-5.560222584753741,29.745696172201356
135,-5.560222584753741,29.745696172201356
136,-5.560222584753741,29.745696172201356
137,-5.560222584753741,29.745696172201356
138,-5.560222584753741,29.745696172201356
139,-5.560222584753741,29.745696172201356
140,-5.560222584753741,29.745696172201356
141,-5.133528129553783,29.745696172201356
142,-4.918583963945991,31.052315460251634
143,-4.812121121790946,31.430542761929573
144,-4.756181518278468,31.430542761929573
145,-4.723751290381191,31.430542761929573
146,-4.702460463411089,31.5662836071716
147,-4.686569816361888,31.784196835407553
148,-4.6734604571654845,32.09170556747796
149,-4.661921132829393,32.499833368067826
150,-4.651349811206368,33.01357158811773
151,-4.6415150061236465,33.634207181487255
152,-4.6322037429063,34.359163067996484
153,-4.6232879616700995,35.18130276072103
154,-4.61460508338412,36.09055156826926
155,-4.6060468656986915,37.07381830298541
156,-4.597597012800836,38.115473201503924
157,-4.5892582822532155,39.201510173446344
158,-4.580873626434407,40.31802412107762
159,-4.572540161155268,41.45156087946119
160,-4.564280694050865,42.590798914142695
161,-4.556111936994389,43.46042195071963
162,-4.548031402178035,44.319293462881255
163,-4.540080512385726,45.15958694003141
164,-4.53225760033451,45.97629721035403
165,-4.52455564026177,46.76695536488329
166,-4.517001325955485,47.882747485796024
167,-4.509568384298379,48.94300248619206
168,-4.502285325277205,49.943674290324495
169,-4.495100185951494,50.90624189279577
170,-4.488025408713201,51.843237129482105
171,-4.4810326350981375,52.76263553362691
172,-4.4741644436558135,53.67074845408091
173,-4.4673871866008685,54.572717908591684
174,-4.460704707053398,55.47298862407197
175,-4.454128750991112,56.37484761213587
176,-4.447610184372762,57.28136168160647
177,-4.441224969191126,58.19475098524558
178,-4.434928431224678,59.11687550774009
179,-4.428704585088057,60.04214665260426
180,-4.422568985414956,60.94555451102405
181,-4.41653203656314,61.80388114335602
182,-4.410608341791922,62.61670572166712
183,-4.404734134572017,63.39410356583953
184,-4.398964575657357,64.14694051169724
185,-4.3932712180506135,64.88442735822721
186,-4.387654104997513,65.61450812733183
187,-4.382122810986486,66.33901027059949
188,-4.376658271681979,67.06470843555535
189,-4.3713081810663255,67.79373306765844
190,5.112345895002487,68.52690895087653
191,5.117877189013514,69.2645626850712
192,5.123341728318021,70.00679234087714
193,5.1286918189336745,70.75363023820552
194,inf,inf
