elapsed_time,v_lon_ego,v_lon_car,a_lon_ego,d_ego_j,is_e_in_j,d_car_j,angle_actor
9.187947397120297,1.6015081043749118,1.5989295758487314,4.535447214000459,51.93636745452884,0,38.98504005432129,3.1261818540990607
9.287947398610413,0.37721141624635596,0.3661397461643045,-6.225794473109329,51.93159908294681,0,38.978276596069335,3.1320390881448503
9.38794740010053,0.4670320542374437,-0.31993141386513824,-4.139568981691252,51.922612609863315,0,38.955836639404296,3.141469384673868
9.487947401590645,0.8022868990900915,-0.6964272389104247,3.18817636755284,51.89424652099613,0,38.889369354248046,3.1389070490426
9.587947403080761,1.0243832841917264,-0.9138148039784072,3.4816254552702586,51.84126705169681,0,38.798371658325195,3.1390158620730304
9.687947404570878,1.2357099840620336,-1.178438675687371,2.0209609539598214,51.75905269622806,0,38.68436370849609,3.1397268925612556
9.787947406060994,1.425774035897585,-1.4101119471816537,2.018421064299997,51.656422080993686,0,38.550290451049804,3.1398282759324747
9.88794740755111,1.6037577106540044,-1.6021901006032866,2.216067195423412,51.53149074554447,0,38.397879943847656,3.139862280134686
9.987947409041226,1.7728636441326768,-1.7728187843442005,1.8208198096062447,51.386280479431186,0,38.22815071105957,3.139922963619034
10.087947410531342,1.9345525557040855,-1.9339973183105101,1.5633033921574142,51.22455257415775,0,38.04192672729492,3.1400504940668315
10.187947412021458,2.0895778642549288,-2.089046516463936,1.4353244800508933,51.04797023773197,0,37.83989845275879,3.1402392433108735
10.287947413511574,2.238387650007709,-2.238159627417528,1.3567191091236992,50.85742229461673,0,37.622720108032226,3.140354678744824
10.38794741500169,2.381296166587599,-2.3812540841245933,1.297890589682262,50.653577270507846,0,37.390988693237304,3.1405053890040016
10.487947416491807,2.5185612642425226,-2.5185597597356484,1.2464204663925451,50.4370045089722,0,37.14526496887207,3.140526075484959
10.587947417981923,2.6504104937892805,-2.650402727450015,1.1981116060526202,50.20822948455814,0,36.88612113952637,3.14081401341711
10.687947419472039,2.7770565802063274,-2.77704605490555,1.1519166154270217,49.96772712707523,0,36.614079818725585,3.14077798027402
10.787947420962155,2.8987017021678922,-2.898695815966671,1.1075666115727392,49.71595329284671,0,36.32964454650879,3.140885913163778
10.887947422452271,3.01553695348442,-3.015535182436565,1.064862452282114,49.45334571838382,0,36.033322677612304,3.141006497430907
10.987947423942387,3.026485103433842,-3.0264845786524317,1.0236843192868943,49.180316390991244,0,35.73052536010742,3.1410259019485474
11.087947425432503,3.0213704583017713,-3.0213702303861454,0.9840396381516001,48.8972734832764,0,35.42819915771484,3.141285662925257
11.18794742692262,3.0162606916001407,-3.0162604803039637,0.945893591737775,48.60459178924564,0,35.126374588012695,3.141436048746819
11.287947428412735,3.01116192171998,-3.0111617513758446,0.9092213060366778,48.30265373229984,0,34.825044021606445,3.141394381393226
11.387947429902852,3.006074905509751,-3.0060748594996762,0.8739712553760919,47.991813125610385,0,34.52420745849609,3.141684313274446
11.487947431392968,3.24283278348419,-3.242832762842151,0.8401003835791533,47.67243904113773,0,34.21290336608887,3.141697668283005
11.587947432883084,3.4763014638664362,-3.4763013517851014,0.5855821804209727,47.34525627136234,0,33.87513481140137,3.141845527953262
11.6879474343732,3.659477620558252,-3.6594775229296017,-0.04421246452016399,47.016627731323275,0,33.5171044921875,3.1418188101798217
11.787947435863316,3.8156362737642793,-3.815636125366,-0.044431607489433055,46.688468399047885,0,33.14240776062012,3.1418681835408426
11.887947437353432,3.9568344201977332,-3.956834134330421,-0.04447879113980201,46.360701980590854,0,32.75299964904785,3.1419718060860093
11.987947438843548,4.089193211993566,-4.089192310168673,-0.04436407662563301,46.033309402465854,0,32.34999214172363,3.1422567136790196
12.087947440333664,4.215814734823401,-4.215814003400004,0.37767253095799297,45.70571559906009,0,31.93408332824707,3.14218171072483
12.18794744182378,4.338287467725045,-4.338286709013719,1.9708018979058868,45.3629078292847,0,31.505751953125,3.1421840336705307
12.287947443313897,4.457439988279976,-4.457439377599386,1.4386531114362846,45.003661575317416,0,31.065339431762695,3.1421160533030945
