elapsed_time,j_lon,j_lat
9.187947397120297,0.0,0.0
9.287947398610413,0.0,0.0
9.38794740010053,63.63799040335628,14.08880130527828
9.487947401590645,43.93566672385244,-27.00228646239516
9.587947403080761,-12.913094462279496,-10.473594582824063
9.687947404570878,-8.94460496302722,8.590828626848287
9.787947406060994,2.684712981143947,1.4115116398498688
9.88794740755111,-0.9359603964563417,-3.2433626614307114
9.987947409041226,-3.8658448682323976,-4.285162378309277
10.087947410531342,-1.853845458452582,-3.4046654739953373
10.187947412021458,-0.941454203621447,-0.31814424834775
10.287947413511574,-0.6521568309868189,1.0640355050374388
10.38794741500169,-0.5376468898758,-0.22882293348660424
10.487947416491807,-0.4945244794503803,-0.5852721118283942
10.587947417981923,-0.47142235801222093,-0.5941798462916414
10.687947419472039,-0.4523349514405148,-0.17452737028374782
10.787947420962155,-0.4350050153279466,0.14278851182013735
10.887947422452271,-0.4193178008427815,0.010302187278981459
10.987947423942387,-0.4040912443409552,-0.08245068975685294
11.087947425432503,-0.3889038951229321,-0.08385075141685691
11.18794742692262,-0.3740279941738133,-0.036699016103366386
11.287947428412735,-0.3595328636008483,0.015626695574486694
11.387947429902852,-0.16054664028616158,0.009660202743229252
11.487947431392968,-1.1280656909034268,-0.026503979562235
11.587947432883084,-5.130083268274177,-0.01452898011472822
11.6879474343732,-3.462942607136908,0.005247713321682033
11.787947435863316,0.5231797034079179,0.006696610576175084
11.887947437353432,-0.3511206238064638,0.0040338998978149175
11.987947438843548,1.1349808928225331,-0.008899514992413706
12.087947440333664,12.198496578063393,-0.012984446275509952
12.18794744182378,6.04395941670776,-0.004697262658088736
12.287947443313897,-5.77450037633495,-0.004932108259338146
12.387947444804013,-1.6690759444493517,-0.0030992398706795915
12.487947446294129,-0.889084061437099,0.0012519279401412124
12.587947447784245,-0.542509586349911,0.0019316852312865698
12.687947449274361,-0.3796468993017257,-0.002013910258293233
12.787947450764477,-0.2975082222640233,0.007210381308980992
12.887947452254593,-0.2538421357370859,0.012647659702094331
12.98794745374471,-0.22980064523324376,0.002154925189206236
13.087947455234826,-0.2159029757234118,0.027131400065326813
13.187947456724942,-0.20764782516285743,-0.011134549955904113
13.287947458215058,-0.20162466961444347,-0.03815937368560774
13.387947459705174,-0.19646833709281153,0.002791552770616039
13.48794746119529,-0.1916333294914122,0.013416982788036368
13.587947462685406,0.2299473878470222,0.0006744422768163617
13.687947464175522,-2.8841909956019123,0.00868947277943882
13.787947465665638,-4.613441818359205,0.001979954900519283
13.887947467155755,-1.175838087857478,-0.0013623226728702786
13.98794746864587,0.2293492028069062,0.011402844142664974
14.087947470135987,-0.8696170566275107,-0.005477144942984336
14.187947471626103,5.777173133390924,-0.03717515830591379
14.287947473116219,8.584380628448274,0.08076152489916316
14.387947474606335,-0.2705642155787618,0.07113613385563139
14.487947476096451,-2.8251699494282088,-0.060679206345983575
14.587947477586567,-0.9294417086701098,-0.04304549638509498
14.687947479076684,-0.48684172992574265,-0.03696553238211859
14.7879474805668,-0.2862989458297504,-0.0020484120720555606
14.887947482056916,-0.19266988474191687,0.010578376344656679
14.987947483547032,-0.14769319348973406,-0.004568729188747796
15.087947485037148,-0.12550290650224272,-0.007127101686800556
15.187947486527264,-0.1146599140725074,-0.005079742893589074
15.28794748801738,-0.10929013222065315,-0.0001889593914997123
15.387947489507496,-0.10614058843778426,0.0032381848527365895
15.487947490997612,-0.10423787918906569,0.0001798560387311338
15.587947492487729,-0.10268642089678878,-0.0014383451446372535
15.687947493977845,-0.10105003734409071,0.00121056140323686
15.78794749546796,-0.09953484118374367,-0.0035320894747900957
15.887947496958077,-0.09801420228586848,0.0017347855579432473
15.987947498448193,-0.09671238825069159,0.009605232835977301
16.08794749993831,-0.09512026941750729,-0.0036847673670436128
16.187947501428425,-0.09359870444498808,-0.004407128173233083
16.28794750291854,-0.09227778161455052,0.005479190091913644
16.387947504408658,-0.09100965931326559,0.003372676400830073
16.487947505898774,-0.08994896008693343,0.010962603766687312
16.58794750738889,-0.08832562835980928,-0.002486127545684952
16.687947508879006,-0.0867575319701777,-0.013602825211725893
16.787947510369122,6.640121959479496,-0.20925907921728482
16.887947511859238,-53.68304252678091,1.59834139671056
16.987947513349354,-1.7359216064647451,0.23339851336351053
17.08794751483947,53.514138067865346,-0.3343779009632921
17.187947516329587,-4.847944511756361,0.5201808911515107
17.287947517819703,0.23074462619816768,-1.3378972351606953
17.38794751930982,-0.20400131779706868,-0.14222679459727636
17.487947520799935,-0.299401942522484,0.45126447691637256
17.58794752229005,-0.24685144600777517,-0.19577924511539002
17.687947523780167,-0.18532434116845392,-0.35289217972954595
17.787947525270283,-0.14317344063196988,-0.1705669175483914
17.8879475267604,-0.09551693359588029,0.05868907334392624
17.987947528250515,-0.07641613771763482,0.029952830231173944
18.08794752974063,-0.06889323782888622,-0.049483236421149636
18.187947531230748,-0.057301076249317705,-0.06339305629937059
18.287947532720864,-0.08265166763357061,-0.03389844051269512
18.38794753421098,-0.0687769804467994,0.0052392849629725935
18.487947535701096,-0.062966490964123,0.006659886617662605
18.587947537191212,-0.07060700268750977,-0.0067526538974029705
18.68794753868133,-0.06905752679750159,-0.009518329685607554
18.787947540171444,-0.06700807722850194,-0.004701605755914164
18.88794754166156,-0.06519488424923979,0.0018749151654834457
18.987947543151677,-0.06538573853742545,0.0002939261557131473
